Student Name,Student ID,Year,IOT,CTSD,DS,OOPS,DTI,COA,DBMS,PFSD,MPC,ASE,OS,Specialization
Student_31032,32031,1,10,6,10,8,6,6,8,8,6,6,6,Cyber Security
Student_31033,32032,2,9,9,7,10,7,6,8,7,7,6,6,AI-IPA
Student_31034,32033,2,6,9,8,10,9,10,7,10,10,7,8,AI-IPA
Student_31035,32034,1,7,10,10,7,6,9,8,6,8,7,7,AI-IPA
Student_31036,32035,2,9,6,10,8,7,8,9,10,9,9,9,Cloud
Student_31037,32036,1,7,8,9,8,7,9,8,6,6,9,10,Cyber Security
Student_31038,32037,2,9,10,10,8,7,9,8,9,8,7,7,AI-IPA
Student_31039,32038,1,10,9,8,7,7,10,6,10,8,6,10,Cloud
Student_31040,32039,2,10,9,7,7,6,7,10,9,9,8,10,Cyber Security
Student_31041,32040,2,8,9,8,9,10,8,6,7,9,7,9,Cloud
Student_31042,32041,1,6,9,7,6,7,9,8,7,8,10,8,AI-IPA
Student_31043,32042,1,9,6,10,10,9,10,9,8,6,8,7,Cyber Security
Student_31044,32043,1,7,9,6,6,7,9,8,8,7,8,8,AI-IPA
Student_31045,32044,2,8,7,6,8,7,6,10,6,9,6,8,Cyber Security
Student_31046,32045,2,7,8,6,9,6,9,10,9,9,6,7,AI-IPA
Student_31047,32046,2,7,7,9,7,9,8,10,9,7,9,8,Cloud
Student_31048,32047,1,8,6,7,10,6,6,7,6,6,6,9,AI-IPA
Student_31049,32048,1,7,7,8,7,9,8,10,9,6,6,8,AI-IPA
Student_31050,32049,1,10,7,6,6,8,8,10,10,6,10,10,AI-IPA
Student_31051,32050,2,9,6,10,7,7,9,10,8,9,8,7,Cloud
Student_31052,32051,1,9,7,10,7,6,10,9,10,7,6,10,AI-IPA
Student_31053,32052,1,10,8,8,6,10,6,8,6,9,9,6,Cyber Security
Student_31054,32053,2,7,6,9,6,8,10,9,7,9,6,9,AI-IPA
Student_31055,32054,2,9,7,6,10,10,9,7,7,8,10,7,Cyber Security
Student_31056,32055,1,6,7,10,7,8,10,9,10,7,8,9,Cyber Security
Student_31057,32056,2,9,7,6,9,7,10,6,10,8,6,10,AI-IPA
Student_31058,32057,1,10,10,7,8,6,7,10,9,10,6,7,AI-IPA
Student_31059,32058,2,10,7,10,7,6,8,9,9,10,10,9,Cloud
Student_31060,32059,2,8,8,8,6,8,9,8,9,7,7,8,Cyber Security
Student_31061,32060,1,8,8,7,8,9,8,8,10,10,8,6,Cloud
Student_31062,32061,2,6,7,9,8,8,10,6,7,8,9,6,AI-IPA
Student_31063,32062,1,10,8,8,8,10,9,10,10,9,9,7,Cyber Security
Student_31064,32063,2,7,6,8,6,10,9,8,7,9,10,8,Cyber Security
Student_31065,32064,2,6,6,6,7,9,6,8,6,9,8,6,AI-IPA
Student_31066,32065,2,8,6,7,6,9,6,6,7,9,7,7,Cyber Security
Student_31067,32066,2,9,9,6,9,9,8,8,9,6,10,10,Cloud
Student_31068,32067,1,10,8,10,9,7,10,8,6,9,10,9,Cloud
Student_31069,32068,2,10,7,6,6,10,6,6,8,8,9,9,Cloud
Student_31070,32069,1,10,6,10,7,10,8,10,9,9,8,7,Cloud
Student_31071,32070,2,8,8,9,8,8,9,9,8,8,8,9,AI-IPA
Student_31072,32071,2,8,8,8,7,6,7,6,6,7,6,8,AI-IPA
Student_31073,32072,1,9,9,7,7,9,9,6,9,6,10,7,Cyber Security
Student_31074,32073,2,8,10,6,7,8,6,10,10,9,7,9,AI-IPA
Student_31075,32074,2,7,8,8,8,6,6,6,6,7,8,7,Cloud
Student_31076,32075,1,7,9,6,10,10,6,7,9,10,8,7,AI-IPA
Student_31077,32076,1,9,6,6,7,6,6,9,9,6,10,8,Cyber Security
Student_31078,32077,2,7,7,10,8,9,7,6,6,6,6,6,Cyber Security
Student_31079,32078,1,10,10,7,7,9,7,9,6,9,10,6,Cloud
Student_31080,32079,2,10,7,10,8,8,10,8,8,6,9,10,Cloud
Student_31081,32080,1,10,6,10,6,8,6,9,7,10,10,6,AI-IPA
Student_31082,32081,2,9,9,10,10,6,8,7,10,7,10,7,AI-IPA
Student_31083,32082,1,9,8,8,10,6,8,9,9,8,6,10,Cyber Security
Student_31084,32083,2,10,6,10,9,10,8,10,8,7,9,7,Cyber Security
Student_31085,32084,2,9,10,6,9,10,7,8,6,10,7,6,Cloud
Student_31086,32085,2,7,10,10,7,6,8,7,7,8,7,10,Cyber Security
Student_31087,32086,2,9,10,8,10,8,7,7,6,8,10,9,Cyber Security
Student_31088,32087,2,7,8,6,7,10,7,6,7,8,9,6,AI-IPA
Student_31089,32088,2,6,8,8,6,7,8,6,10,8,6,9,Cloud
Student_31090,32089,2,6,9,7,10,8,10,7,6,9,9,7,Cloud
Student_31091,32090,1,6,7,10,6,9,7,6,6,8,6,9,AI-IPA
Student_31092,32091,2,8,9,9,6,6,7,7,8,8,9,10,Cyber Security
Student_31093,32092,2,8,8,8,10,9,9,7,9,7,8,9,Cloud
Student_31094,32093,1,10,10,7,6,8,6,6,10,9,7,10,Cloud
Student_31095,32094,2,6,10,9,10,9,9,7,6,10,7,8,AI-IPA
Student_31096,32095,2,7,10,8,8,6,10,10,6,9,10,7,AI-IPA
Student_31097,32096,2,6,6,10,10,10,7,9,10,8,9,8,Cyber Security
Student_31098,32097,1,10,10,9,8,10,7,9,10,9,9,8,Cloud
Student_31099,32098,1,7,7,7,7,7,8,6,8,10,7,7,Cyber Security
Student_31100,32099,2,7,10,9,6,6,10,7,10,10,10,9,Cloud
Student_31101,32100,2,9,10,8,10,8,9,8,9,10,9,8,Cyber Security
Student_31102,32101,1,7,6,9,8,10,8,10,7,9,7,10,Cyber Security
Student_31103,32102,1,7,10,10,7,8,7,6,10,7,10,8,AI-IPA
Student_31104,32103,1,7,9,6,6,9,10,10,8,6,8,7,Cyber Security
Student_31105,32104,2,10,10,9,9,8,8,8,9,6,7,7,Cloud
Student_31106,32105,2,10,6,7,7,10,6,6,9,9,8,10,Cyber Security
Student_31107,32106,2,6,9,10,7,6,10,9,7,9,10,7,Cyber Security
Student_31108,32107,2,7,10,6,6,7,6,8,6,6,9,8,Cloud
Student_31109,32108,1,10,8,6,10,7,6,6,7,6,8,6,AI-IPA
Student_31110,32109,1,8,6,8,6,6,10,6,6,10,6,6,Cyber Security
Student_31111,32110,2,7,7,10,7,9,7,9,10,7,7,7,AI-IPA
Student_31112,32111,1,8,7,10,10,10,7,8,8,8,7,9,Cyber Security
Student_31113,32112,2,8,7,6,8,8,8,9,7,10,10,10,AI-IPA
Student_31114,32113,2,10,8,10,6,6,7,10,8,6,6,6,Cloud
Student_31115,32114,2,7,9,6,7,8,9,6,9,7,9,9,Cloud
Student_31116,32115,1,7,8,8,6,9,8,10,8,9,7,10,Cyber Security
Student_31117,32116,2,7,9,6,7,7,6,7,9,6,9,10,AI-IPA
Student_31118,32117,2,7,6,10,8,9,8,7,10,8,9,9,AI-IPA
Student_31119,32118,1,9,6,8,7,9,7,7,10,6,10,8,Cloud
Student_31120,32119,2,9,8,8,7,6,6,8,10,6,7,10,AI-IPA
Student_31121,32120,2,10,10,6,9,8,10,6,8,7,6,7,Cloud
Student_31122,32121,1,9,9,8,7,9,7,7,7,9,7,6,Cloud
Student_31123,32122,1,8,6,9,9,10,7,7,9,8,10,9,AI-IPA
Student_31124,32123,1,8,9,8,9,6,6,6,10,8,6,8,AI-IPA
Student_31125,32124,2,10,10,9,9,6,10,7,7,7,7,10,AI-IPA
Student_31126,32125,1,7,10,10,6,6,10,10,10,6,7,9,Cloud
Student_31127,32126,2,10,8,8,9,10,8,10,8,9,7,9,Cyber Security
Student_31128,32127,1,8,7,8,10,8,10,7,6,9,10,8,Cloud
Student_31129,32128,2,10,9,9,6,10,10,10,10,8,10,9,Cyber Security
Student_31130,32129,2,7,9,8,9,9,10,9,6,6,9,7,AI-IPA
Student_31131,32130,1,6,9,6,9,9,8,8,7,9,8,6,Cloud
Student_31132,32131,1,6,6,6,8,8,6,9,8,8,9,7,AI-IPA
Student_31133,32132,2,7,9,7,8,6,9,7,6,6,9,6,Cyber Security
Student_31134,32133,2,8,7,9,6,8,6,8,8,6,8,10,Cloud
Student_31135,32134,1,10,6,9,8,7,10,7,8,8,7,6,AI-IPA
Student_31136,32135,2,10,8,8,10,8,10,10,9,9,6,8,Cyber Security
Student_31137,32136,1,7,8,6,10,10,6,7,10,10,10,10,AI-IPA
Student_31138,32137,2,9,10,9,6,8,8,9,8,10,10,9,Cyber Security
Student_31139,32138,1,8,9,10,8,7,6,8,10,7,9,7,AI-IPA
Student_31140,32139,1,10,9,7,9,10,10,9,6,8,9,10,Cloud
Student_31141,32140,2,7,9,8,8,9,7,9,10,10,8,8,AI-IPA
Student_31142,32141,1,6,7,8,7,6,10,8,6,6,10,9,Cyber Security
Student_31143,32142,1,8,9,7,9,8,8,10,9,6,9,6,Cloud
Student_31144,32143,1,6,6,9,6,7,7,10,8,6,10,6,AI-IPA
Student_31145,32144,1,7,8,6,10,9,7,9,7,7,10,6,Cloud
Student_31146,32145,2,10,8,9,10,7,7,7,7,9,10,7,Cyber Security
Student_31147,32146,2,6,6,10,7,8,7,6,6,8,8,9,AI-IPA
Student_31148,32147,2,7,10,8,6,10,7,6,6,10,10,8,Cloud
Student_31149,32148,2,9,6,9,7,8,6,9,8,9,9,7,AI-IPA
Student_31150,32149,1,6,6,8,10,10,7,10,9,7,9,8,Cyber Security
Student_31151,32150,2,8,9,9,9,8,9,9,6,10,9,7,Cyber Security
Student_31152,32151,1,10,8,6,6,9,10,10,8,9,6,7,Cloud
Student_31153,32152,1,10,8,6,10,6,10,7,9,7,7,9,Cyber Security
Student_31154,32153,2,8,6,7,6,9,8,8,6,7,9,8,Cloud
Student_31155,32154,2,6,7,10,6,10,7,8,9,9,10,9,Cyber Security
Student_31156,32155,1,9,10,8,8,8,9,8,7,7,10,8,Cloud
Student_31157,32156,1,9,10,6,10,9,6,6,9,7,8,9,Cyber Security
Student_31158,32157,1,8,6,6,7,9,10,9,8,7,10,7,Cloud
Student_31159,32158,2,6,8,7,9,6,9,8,10,8,6,7,Cyber Security
Student_31160,32159,1,8,7,6,6,6,8,9,6,8,9,8,Cloud
Student_31161,32160,2,9,10,9,10,8,9,6,10,6,10,6,AI-IPA
Student_31162,32161,2,7,7,10,10,10,7,7,6,10,9,6,Cloud
Student_31163,32162,1,9,8,10,10,7,10,9,9,7,8,6,Cloud
Student_31164,32163,1,9,8,7,6,10,8,7,9,6,10,9,AI-IPA
Student_31165,32164,2,9,8,9,10,7,9,10,9,10,9,6,Cyber Security
Student_31166,32165,2,7,6,9,6,6,9,8,8,10,6,6,AI-IPA
Student_31167,32166,1,7,7,10,9,8,7,10,7,8,9,10,Cyber Security
Student_31168,32167,2,9,6,10,7,6,6,6,10,9,9,6,Cloud
Student_31169,32168,2,6,8,9,10,8,9,6,7,7,8,6,Cyber Security
Student_31170,32169,2,9,6,6,6,6,9,10,8,8,10,8,AI-IPA
Student_31171,32170,1,8,6,9,7,8,7,6,6,6,9,8,Cloud
Student_31172,32171,2,9,10,10,10,8,7,8,7,10,8,6,AI-IPA
Student_31173,32172,2,10,10,9,6,10,9,6,6,8,10,7,Cloud
Student_31174,32173,1,10,10,7,8,6,9,7,7,8,10,7,Cyber Security
Student_31175,32174,1,10,9,6,7,8,9,9,7,7,8,7,Cloud
Student_31176,32175,2,8,8,10,10,9,9,8,9,10,7,7,AI-IPA
Student_31177,32176,1,6,9,7,8,9,10,6,6,7,7,6,Cyber Security
Student_31178,32177,1,10,10,6,10,8,8,6,8,7,6,6,Cyber Security
Student_31179,32178,1,6,10,6,9,8,7,8,8,9,8,9,Cyber Security
Student_31180,32179,2,9,10,9,9,6,8,6,6,9,6,8,AI-IPA
Student_31181,32180,1,10,10,9,8,7,10,6,8,9,8,7,AI-IPA
Student_31182,32181,2,7,10,8,9,6,10,8,10,6,10,7,Cloud
Student_31183,32182,2,10,6,8,7,9,10,10,8,7,7,7,Cyber Security
Student_31184,32183,2,8,7,10,10,7,10,7,6,7,7,10,Cloud
Student_31185,32184,1,10,8,8,8,7,6,6,7,6,9,9,Cyber Security
Student_31186,32185,2,10,10,7,8,8,7,8,10,8,9,6,AI-IPA
Student_31187,32186,1,6,7,9,7,6,10,6,9,7,8,8,Cyber Security
Student_31188,32187,1,6,10,8,9,8,6,6,8,6,9,7,AI-IPA
Student_31189,32188,2,6,8,7,7,7,8,7,9,7,9,9,Cloud
Student_31190,32189,1,7,6,10,10,9,9,8,8,8,9,7,AI-IPA
Student_31191,32190,1,7,8,9,9,7,8,10,9,8,6,6,Cyber Security
Student_31192,32191,1,6,10,8,6,8,9,10,6,9,9,7,Cyber Security
Student_31193,32192,2,10,9,7,9,6,7,10,7,9,6,10,AI-IPA
Student_31194,32193,2,10,8,9,10,7,10,8,9,10,9,7,AI-IPA
Student_31195,32194,2,10,10,10,6,9,6,9,7,7,6,7,Cyber Security
Student_31196,32195,2,9,10,8,9,6,7,9,6,7,10,6,Cloud
Student_31197,32196,1,8,9,10,6,7,7,10,9,10,8,8,AI-IPA
Student_31198,32197,1,7,7,6,8,8,10,9,9,6,10,8,Cyber Security
Student_31199,32198,2,8,9,8,6,7,10,7,9,9,7,6,AI-IPA
Student_31200,32199,1,8,8,8,7,10,6,9,9,8,10,10,AI-IPA
Student_31201,32200,2,9,10,10,6,6,7,6,8,8,8,9,Cloud
Student_31202,32201,1,10,6,10,6,6,7,6,8,6,8,8,AI-IPA
Student_31203,32202,2,8,10,8,10,8,10,9,10,8,8,6,Cloud
Student_31204,32203,1,8,10,7,7,6,9,6,9,7,7,8,Cyber Security
Student_31205,32204,1,8,6,6,9,6,7,6,10,9,6,7,Cloud
Student_31206,32205,2,6,10,9,8,6,8,8,8,8,7,9,Cloud
Student_31207,32206,1,7,9,8,8,10,10,10,9,10,10,6,Cyber Security
Student_31208,32207,2,9,10,6,6,7,10,8,8,9,9,6,Cyber Security
Student_31209,32208,2,10,9,9,10,7,10,9,9,9,7,9,Cloud
Student_31210,32209,1,8,8,6,7,8,7,8,10,7,10,7,Cloud
Student_31211,32210,1,7,8,6,8,7,8,7,9,6,7,6,AI-IPA
Student_31212,32211,2,10,7,6,8,6,9,9,10,6,9,7,AI-IPA
Student_31213,32212,1,8,10,10,10,6,8,6,10,7,10,9,AI-IPA
Student_31214,32213,1,6,8,8,6,7,8,8,9,6,10,8,Cloud
Student_31215,32214,2,9,10,10,6,9,6,6,10,9,10,7,Cyber Security
Student_31216,32215,2,9,9,7,6,8,10,6,9,6,6,7,AI-IPA
Student_31217,32216,2,8,7,7,7,9,7,10,9,10,7,8,AI-IPA
Student_31218,32217,1,6,6,8,9,7,10,6,6,9,7,8,Cloud
Student_31219,32218,2,7,8,10,8,10,9,8,7,6,9,10,Cloud
Student_31220,32219,2,7,8,6,9,10,9,8,8,9,7,10,AI-IPA
Student_31221,32220,1,6,9,10,8,8,9,6,6,10,8,8,AI-IPA
Student_31222,32221,2,9,10,6,7,6,10,9,9,7,6,8,Cloud
Student_31223,32222,1,6,9,7,9,7,7,6,8,9,7,9,Cloud
Student_31224,32223,1,9,6,10,9,7,10,9,10,8,8,6,Cyber Security
Student_31225,32224,1,9,8,10,6,9,6,6,10,9,10,9,Cloud
Student_31226,32225,1,6,7,7,8,9,9,7,6,6,8,6,AI-IPA
Student_31227,32226,2,10,7,10,10,7,6,10,8,9,10,8,Cloud
Student_31228,32227,2,6,9,9,7,10,10,8,7,10,10,8,AI-IPA
Student_31229,32228,2,9,9,10,9,8,7,6,9,8,10,6,AI-IPA
Student_31230,32229,2,10,9,10,6,7,10,7,7,10,8,7,Cloud
Student_31231,32230,2,7,6,10,6,10,7,10,6,6,6,8,Cloud
Student_31232,32231,1,8,7,7,6,9,7,8,6,6,7,8,Cyber Security
Student_31233,32232,1,10,9,7,9,8,9,7,9,7,7,6,AI-IPA
Student_31234,32233,2,9,6,10,9,9,7,6,7,10,8,8,Cyber Security
Student_31235,32234,1,7,7,10,10,9,8,8,8,7,8,10,Cloud
Student_31236,32235,2,6,8,6,6,9,7,8,10,7,7,10,AI-IPA
Student_31237,32236,1,9,10,7,10,8,6,7,10,10,9,9,Cloud
Student_31238,32237,2,9,10,9,7,8,6,10,10,10,8,8,Cloud
Student_31239,32238,1,9,10,6,6,10,9,7,9,6,7,7,Cloud
Student_31240,32239,2,8,8,10,6,7,10,10,9,8,7,6,AI-IPA
Student_31241,32240,2,8,8,10,7,9,9,10,7,9,7,10,AI-IPA
Student_31242,32241,2,8,8,9,6,9,7,7,8,7,7,7,Cloud
Student_31243,32242,2,7,9,10,9,6,6,8,6,7,9,8,Cloud
Student_31244,32243,2,7,7,10,8,7,6,6,8,9,7,7,AI-IPA
Student_31245,32244,2,10,9,7,8,10,8,8,8,6,6,8,AI-IPA
Student_31246,32245,1,8,10,9,10,8,9,6,6,9,10,8,Cloud
Student_31247,32246,1,8,7,8,8,10,6,7,9,10,7,10,Cloud
Student_31248,32247,1,7,10,10,10,6,9,6,7,10,8,7,Cloud
Student_31249,32248,1,7,8,10,8,8,10,10,10,6,7,6,Cloud
Student_31250,32249,1,6,7,10,9,9,7,6,10,10,8,9,Cloud
Student_31251,32250,1,8,7,9,7,10,9,7,7,9,7,7,Cyber Security
Student_31252,32251,1,7,9,10,8,9,8,9,8,8,7,9,AI-IPA
Student_31253,32252,1,6,10,7,7,9,10,7,9,6,10,7,Cloud
Student_31254,32253,1,8,8,7,7,6,6,10,7,10,9,6,Cloud
Student_31255,32254,1,8,7,10,6,8,7,10,9,6,8,7,Cloud
Student_31256,32255,1,10,9,9,7,9,7,6,8,6,7,7,AI-IPA
Student_31257,32256,2,9,8,7,6,10,6,8,6,6,8,10,Cyber Security
Student_31258,32257,2,6,9,7,7,8,6,6,8,6,9,9,Cloud
Student_31259,32258,1,6,6,9,6,10,9,6,9,6,8,8,AI-IPA
Student_31260,32259,2,9,6,6,10,10,8,6,6,9,6,6,Cloud
Student_31261,32260,1,10,8,9,8,8,7,9,9,9,9,6,AI-IPA
Student_31262,32261,2,9,8,9,7,10,10,10,7,9,9,7,Cloud
Student_31263,32262,1,10,7,6,9,9,9,7,8,6,10,6,Cyber Security
Student_31264,32263,2,10,6,9,6,10,9,7,10,8,8,8,Cloud
Student_31265,32264,2,7,10,9,10,6,6,6,9,7,8,7,AI-IPA
Student_31266,32265,2,7,7,10,6,7,6,10,7,8,10,10,AI-IPA
Student_31267,32266,1,9,6,8,6,8,7,8,8,9,9,9,Cyber Security
Student_31268,32267,2,10,7,10,8,6,9,6,7,7,10,6,Cloud
Student_31269,32268,2,8,6,6,6,7,9,8,9,8,8,10,Cyber Security
Student_31270,32269,2,6,10,9,9,9,10,6,6,10,8,10,Cloud
Student_31271,32270,2,9,6,6,8,10,6,9,7,8,7,9,Cyber Security
Student_31272,32271,2,9,7,9,10,9,8,10,6,8,10,7,Cloud
Student_31273,32272,1,8,8,7,9,9,8,9,6,7,9,6,Cyber Security
Student_31274,32273,2,10,6,10,10,10,6,10,10,8,8,6,Cloud
Student_31275,32274,1,7,7,7,9,10,9,9,7,8,7,6,Cloud
Student_31276,32275,1,10,6,9,10,10,9,7,10,6,8,6,AI-IPA
Student_31277,32276,1,10,9,6,8,6,8,6,8,10,6,8,Cyber Security
Student_31278,32277,1,9,10,6,9,7,8,7,10,8,7,6,Cyber Security
Student_31279,32278,2,8,9,10,9,8,6,8,7,10,8,7,AI-IPA
Student_31280,32279,1,10,9,9,7,9,6,7,10,7,6,8,Cloud
Student_31281,32280,2,10,10,9,8,6,10,6,8,7,8,9,Cloud
Student_31282,32281,2,8,6,9,7,7,10,9,6,10,6,8,AI-IPA
Student_31283,32282,1,6,9,6,9,10,7,9,7,9,9,10,Cloud
Student_31284,32283,1,6,7,9,9,6,7,7,8,6,7,10,AI-IPA
Student_31285,32284,2,9,7,10,9,8,9,7,9,6,8,8,Cyber Security
Student_31286,32285,1,6,6,7,7,8,9,7,6,6,6,9,Cyber Security
Student_31287,32286,1,9,7,9,10,7,8,7,10,7,9,10,Cyber Security
Student_31288,32287,1,10,10,8,8,10,7,6,6,10,10,7,AI-IPA
Student_31289,32288,1,6,8,6,7,9,7,8,7,9,6,7,AI-IPA
Student_31290,32289,1,8,9,8,10,9,8,7,6,10,6,9,AI-IPA
Student_31291,32290,1,7,6,7,10,7,6,9,6,9,9,8,Cloud
Student_31292,32291,1,6,8,10,9,9,8,9,8,7,6,7,Cyber Security
Student_31293,32292,1,7,8,8,7,8,6,7,8,6,10,6,AI-IPA
Student_31294,32293,2,10,10,7,8,10,10,8,6,8,8,10,AI-IPA
Student_31295,32294,1,10,7,10,6,6,8,10,8,7,9,8,Cyber Security
Student_31296,32295,1,6,8,7,10,9,9,8,10,8,6,7,Cloud
Student_31297,32296,2,8,9,10,10,7,8,6,7,7,9,8,Cloud
Student_31298,32297,1,10,6,10,10,8,6,6,6,8,7,8,Cloud
Student_31299,32298,1,8,10,9,9,8,8,10,6,9,8,9,Cyber Security
Student_31300,32299,1,9,6,6,7,9,7,10,8,7,10,10,Cyber Security
Student_31301,32300,1,10,10,8,7,7,8,7,6,8,6,7,Cyber Security
Student_31302,32301,2,9,8,8,7,6,9,8,6,6,7,7,Cyber Security
Student_31303,32302,2,7,6,6,8,7,7,9,6,8,10,10,Cloud
Student_31304,32303,1,9,7,9,6,9,9,8,9,10,6,10,AI-IPA
Student_31305,32304,1,8,10,9,6,9,6,7,7,8,7,7,Cyber Security
Student_31306,32305,1,9,8,9,7,8,7,6,8,6,7,6,AI-IPA
Student_31307,32306,2,7,6,7,9,10,10,6,7,7,9,10,Cloud
Student_31308,32307,2,8,7,6,7,8,7,6,9,9,10,10,Cyber Security
Student_31309,32308,2,6,8,10,7,8,8,10,6,10,9,6,Cloud
Student_31310,32309,2,9,9,7,7,9,9,9,7,7,6,8,Cyber Security
Student_31311,32310,1,9,8,6,7,7,9,7,10,9,10,8,Cyber Security
Student_31312,32311,1,7,10,10,7,10,6,10,6,8,8,9,AI-IPA
Student_31313,32312,2,8,9,9,8,9,10,8,6,6,9,7,Cloud
Student_31314,32313,1,10,9,8,8,8,10,9,7,6,9,8,Cyber Security
Student_31315,32314,1,6,9,9,10,9,7,10,6,9,8,6,Cyber Security
Student_31316,32315,2,8,8,7,10,8,7,7,9,10,10,8,AI-IPA
Student_31317,32316,1,9,7,7,6,8,6,9,9,10,10,7,Cyber Security
Student_31318,32317,2,6,6,7,7,10,10,6,6,7,7,10,AI-IPA
Student_31319,32318,1,9,10,8,9,6,10,8,6,10,8,9,Cyber Security
Student_31320,32319,2,7,10,7,7,9,9,10,8,10,9,9,Cyber Security
Student_31321,32320,2,9,6,9,8,9,6,6,10,6,8,8,Cyber Security
Student_31322,32321,2,9,6,10,9,7,7,8,7,8,9,9,AI-IPA
Student_31323,32322,2,9,9,8,10,8,7,8,8,7,10,8,Cyber Security
Student_31324,32323,1,9,10,8,6,10,8,6,9,7,9,7,Cyber Security
Student_31325,32324,1,9,9,10,7,9,8,6,10,10,7,8,Cyber Security
Student_31326,32325,2,6,9,10,8,7,8,6,9,6,8,10,Cloud
Student_31327,32326,1,7,8,7,7,9,6,8,6,10,9,6,Cyber Security
Student_31328,32327,2,7,9,8,9,8,7,10,8,6,9,9,Cloud
Student_31329,32328,2,10,9,9,8,6,7,6,10,10,9,10,AI-IPA
Student_31330,32329,2,8,9,10,6,6,9,9,7,9,8,7,AI-IPA
Student_31331,32330,2,9,7,7,10,9,6,6,10,8,10,6,Cloud
Student_31332,32331,1,9,9,10,10,8,6,10,10,9,9,6,Cloud
Student_31333,32332,2,8,6,6,9,10,9,9,9,7,8,9,AI-IPA
Student_31334,32333,1,8,7,10,7,10,6,9,6,10,8,7,AI-IPA
Student_31335,32334,2,9,8,6,7,10,9,9,10,7,8,7,AI-IPA
Student_31336,32335,1,7,8,8,8,9,9,10,9,7,6,10,Cyber Security
Student_31337,32336,1,7,9,9,6,9,10,6,7,6,6,10,Cyber Security
Student_31338,32337,2,8,7,7,8,9,8,8,8,6,7,10,Cloud
Student_31339,32338,2,9,7,7,8,8,7,10,8,10,7,7,Cyber Security
Student_31340,32339,1,9,8,8,9,7,8,6,8,9,10,7,Cloud
Student_31341,32340,1,7,10,7,8,10,8,8,7,8,8,9,AI-IPA
Student_31342,32341,1,10,7,8,10,9,9,10,8,8,10,10,Cloud
Student_31343,32342,1,8,7,9,8,10,7,6,10,9,7,10,Cyber Security
Student_31344,32343,2,7,7,8,7,7,10,6,6,6,10,7,Cyber Security
Student_31345,32344,2,8,9,8,7,6,7,6,7,7,8,9,Cloud
Student_31346,32345,2,10,8,9,9,7,9,6,7,9,6,10,Cloud
Student_31347,32346,1,10,10,7,9,6,7,10,7,10,7,6,Cloud
Student_31348,32347,2,7,7,10,7,10,9,6,9,10,7,7,Cloud
Student_31349,32348,2,8,6,9,9,6,9,10,8,10,8,10,Cloud
Student_31350,32349,1,10,8,8,7,9,10,6,8,9,8,6,AI-IPA
Student_31351,32350,1,9,8,10,7,10,8,10,10,6,9,8,Cyber Security
Student_31352,32351,2,6,7,9,8,7,8,8,7,10,8,6,Cloud
Student_31353,32352,2,10,6,7,10,9,6,6,9,6,10,7,Cloud
Student_31354,32353,2,9,9,9,7,8,7,8,10,9,8,9,Cloud
Student_31355,32354,2,9,7,9,9,9,7,7,6,10,7,7,Cyber Security
Student_31356,32355,2,9,10,8,7,7,6,10,8,6,8,8,Cyber Security
Student_31357,32356,1,7,7,10,8,7,6,9,7,9,10,9,AI-IPA
Student_31358,32357,1,10,8,10,8,8,10,7,9,6,10,7,Cloud
Student_31359,32358,2,8,7,7,8,8,9,6,8,10,9,7,Cyber Security
Student_31360,32359,1,7,10,6,6,7,9,9,8,6,7,7,Cyber Security
Student_31361,32360,1,6,6,10,9,10,7,8,6,8,7,6,Cyber Security
Student_31362,32361,2,6,7,8,6,10,6,8,10,10,10,8,Cyber Security
Student_31363,32362,2,9,8,10,6,7,9,7,9,9,6,10,AI-IPA
Student_31364,32363,1,6,6,9,10,10,9,6,6,7,8,10,Cloud
Student_31365,32364,1,7,10,9,7,7,8,6,9,10,10,7,Cyber Security
Student_31366,32365,2,8,9,6,6,6,9,10,8,9,10,6,Cloud
Student_31367,32366,1,7,6,8,7,7,8,7,7,9,9,8,Cloud
Student_31368,32367,2,6,9,7,10,6,8,9,7,8,7,10,AI-IPA
Student_31369,32368,1,8,10,9,8,10,9,8,6,6,6,7,Cloud
Student_31370,32369,2,8,6,8,10,10,10,10,10,9,9,10,AI-IPA
Student_31371,32370,2,10,9,9,7,8,6,9,6,8,7,7,Cloud
Student_31372,32371,2,7,9,8,7,9,6,6,6,8,10,9,Cyber Security
Student_31373,32372,2,8,8,10,9,10,8,8,10,9,10,10,AI-IPA
Student_31374,32373,2,9,6,7,6,6,9,9,8,9,7,8,Cloud
Student_31375,32374,2,7,10,7,9,6,8,8,10,10,7,7,Cloud
Student_31376,32375,2,6,6,10,9,7,7,7,9,10,10,10,AI-IPA
Student_31377,32376,2,7,9,9,6,6,9,10,7,9,10,8,AI-IPA
Student_31378,32377,2,8,10,9,6,7,6,7,8,8,9,8,AI-IPA
Student_31379,32378,1,9,6,7,7,8,7,10,8,9,9,8,Cloud
Student_31380,32379,1,10,6,6,10,8,6,7,6,8,6,8,Cyber Security
Student_31381,32380,1,6,7,9,10,7,7,6,9,8,9,7,Cyber Security
Student_31382,32381,2,6,7,6,10,9,9,6,8,8,6,6,Cloud
Student_31383,32382,2,6,7,8,8,8,8,6,7,6,8,6,Cloud
Student_31384,32383,1,6,7,8,7,10,9,8,9,7,9,6,AI-IPA
Student_31385,32384,2,10,8,10,9,7,10,8,7,6,9,7,AI-IPA
